CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,id_estab
19-04-0070-45,19-008,ZACAPA,GUALAN,LICEO SINAÍ,BARRIO LAS FLORES,7933-2187,BRENDA YANETH RAMOS LOPEZ,GENNY CAROLINA ORELLANA BOCANEGRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,10daa5bb9d8b
19-04-0074-45,19-008,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,LOTIFICACIÓN MUNICIPAL LOS LIMONES,4026-6596,BRENDA YANETH RAMOS LOPEZ,ZONIA MARGOTH OLIVA MOLINA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f38ae9d7d4eb
19-04-0196-45,19-008,ZACAPA,GUALAN,INEB ALVARO ENRIQUE ESTRADA ARRIAZA,BARRIO LAS FLORES,4102-5942,BRENDA YANETH RAMOS LOPEZ,CARLOS ESTUARDO FRANCO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,1dd49803dbe0
19-04-0348-45,19-008,ZACAPA,GUALAN,LICEO SINAÍ,BARRIO LAS FLORES,7933-2781,BRENDA YANETH RAMOS LOPEZ,LERY NINETH IPIÑA MATTA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,10daa5bb9d8b
19-04-0627-45,19-008,ZACAPA,GUALAN,COLEGIO PRIVADO MIXTO CATOLICO SAN JOSE,BARRIO LAS FLORES,7933-2901,BRENDA YANETH RAMOS LOPEZ,DIEGO ARMANDO SOSA SOSA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,4e864a06b669
19-04-0725-45,19-009,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA EL LOBO,5515-8729,JENNIFER MARIA BARRIENTOS CHACON,ANA DANILA ARCHILA MORALES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,13e2c6463dab
19-04-0821-45,19-009,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA DOÑA MARIA,4596-8444,JENNIFER MARIA BARRIENTOS CHACON,MELIZA VICTORIA LÓPEZ ESPINOZA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,943c8c07b799
19-04-0823-45,19-008,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA LA VAINILLA,5850-3962,BRENDA YANETH RAMOS LOPEZ,MÁRVIN DANILO RÁMOS CHACÓN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,4da0f8fcab95
19-04-0824-45,19-008,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA SHINSHIN,5043-1559,BRENDA YANETH RAMOS LOPEZ,SANDRA ELIZABETH MORALES RAMÍREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,deb976ae76cd
19-04-0837-45,19-008,ZACAPA,GUALAN,"COLEGIO PRIVADO MIXTO ""BETHANIA""",BARRIO LAS FLORES,7933-2709,BRENDA YANETH RAMOS LOPEZ,MELINA JUDITH MORALES LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,d9635714c65a
19-04-1056-45,19-008,ZACAPA,GUALAN,LICEO SINAI,BARRIO LAS FLORES,7933-2781,BRENDA YANETH RAMOS LOPEZ,GENNY CAROLINA ORELLANA BOCANEGRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,10daa5bb9d8b
19-04-1063-45,19-009,ZACAPA,GUALAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 215,ALDEA BETHEL,4059-5546,JENNIFER MARIA BARRIENTOS CHACON,DANNIA RAQUEL PONCE DUQUE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,ea4fa3722d4a
19-04-1066-45,19-008,ZACAPA,GUALAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 224,ALDEA SANTIAGO,5414-9283,BRENDA YANETH RAMOS LOPEZ,SANDRA CONSUELO MORALES LEMUS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,590d53e003f7
19-04-1144-45,19-009,ZACAPA,GUALAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 457,ALDEA GUARANJA,5754-9854,JENNIFER MARIA BARRIENTOS CHACON,MARIO RENÉ GARCÍA GÓMEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,a7412034f4da
19-05-0015-45,19-010,ZACAPA,TECULUTAN,INEB,1A. AVENIDA ZONA 2,4739-4756,OSCAR OVIDIO FRANCO PAZ,NIDIA MARIVEL RETANA CORDÓN,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,d120f1c789e9
19-05-0017-45,19-010,ZACAPA,TECULUTAN,INEB DE TELESECUNDARIA,ALDEA SAN JOSE,5821-9474,OSCAR OVIDIO FRANCO PAZ,SILVIA KARINA HERNÁNDEZ GALDÁMEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,067fd021dbe6
19-05-0018-45,19-010,ZACAPA,TECULUTAN,INEB DE TELESECUNDARIA,ALDEA BARRANCO COLORADO,4960-4905,OSCAR OVIDIO FRANCO PAZ,MARIANA BEATRIZ HERRERA SÚCHITE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,535350dbb171
19-05-0019-45,19-010,ZACAPA,TECULUTAN,INEB DE TELESECUNDARIA,ALDEA VEGA DEL COBAN,3837-8826,OSCAR OVIDIO FRANCO PAZ,JORGE ARMANDO GARCÍA PAIZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,c12b438a7a77
19-05-0021-45,19-010,ZACAPA,TECULUTAN,INEB DE TELESECUNDARIA,ALDEA EL OREGANAL,4042-2590,OSCAR OVIDIO FRANCO PAZ,MELFIVO SET CORDON ZACARIAS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,297b573fa056
19-05-0037-45,19-010,ZACAPA,TECULUTAN,GETHSEMANE COLLEGE,"SECTOR CARLOS CHACÓN, CASERÍO PUERTA DE GOLPE",4150-3049,OSCAR OVIDIO FRANCO PAZ,KATHY JOHANNA MORALES MANCILLA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,c091ba6c3328
19-05-0043-45,19-018,ZACAPA,TECULUTAN,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-,CASERIO LOS PUENTES TECULUTAN,5515-2992,MAYRA MARIVEL LOPEZ HERNANDEZ,BELSY MARLENE MAYORGA CATALAN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,08ffca68d5fb
19-05-0053-45,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACIÓN Y APRENDIZAJE TECULUTÁN ""CIAT""",BARRIO SAN JOSÉ,3607-9668,OSCAR OVIDIO FRANCO PAZ,EVELYN ANTONIA CORDÓN GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,448aefd02781
19-05-0054-45,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACIÓN Y APRENDIZAJE TECULUTÁN ""CIAT""",BARRIO SAN JOSÉ,3607-9668,OSCAR OVIDIO FRANCO PAZ,EVELYN ANTONIA CORDÓN GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,448aefd02781
19-05-0213-45,19-010,ZACAPA,TECULUTAN,INSTITUTO NACIONAL MIXTO DE EDUCACION BASICA CON ORIENTACION AGROPECUARIA,1A. AVENIDA 2-32 ZONA 2,7934-8627,OSCAR OVIDIO FRANCO PAZ,BRENDA LISSETTE PAZOS PAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,a35e59f9975d
19-05-0214-45,19-010,ZACAPA,TECULUTAN,"COLEGIO MIXTO ""SAN JOSE""",KM. 122 CARRETERA AL ATLANTICO,7934-7154,OSCAR OVIDIO FRANCO PAZ,ELIZABETH SANTANA NOGUERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,51dc4507541b
19-05-0810-45,19-010,ZACAPA,TECULUTAN,"COLEGIO EVANGÉLICO MIXTO BILINGÜE ""MONTE SIÓN""",LOTIFICACION LA MAQUINA,7934-9362,OSCAR OVIDIO FRANCO PAZ,YULEIDY YAMILEX ARAGÓN VÁSQUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,5682f202201b
19-05-1213-45,19-010,ZACAPA,TECULUTAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 606,ALDEA EL ARCO,4223-1635,OSCAR OVIDIO FRANCO PAZ,JUANA LUCÍA LARIOS NÁJERA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,abcd557695f9
19-06-0009-45,19-011,ZACAPA,USUMATLAN,INEB DE TELESECUNDARIA,ALDEA LA PALMILLA,5558-1918,FLOR DE MARIA MORALES CASTAÑEDA,NORMA ELIZABETH CRUZ VELÁSQUEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,32efb75287e9
19-06-0010-45,19-011,ZACAPA,USUMATLAN,INEB DE TELESECUNDARIA,ALDEA PUEBLO NUEVO,4739-9903,FLOR DE MARIA MORALES CASTAÑEDA,SAYDA LIZETH ALDANA ZUÑIGA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,a4cbb693d4d9
19-06-0016-45,19-018,ZACAPA,USUMATLAN,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,1RA. CALLE 1-61 ZONA 4,5954-1049,MAYRA MARIVEL LOPEZ HERNANDEZ,SANDRA ELIZABETH BARILLAS TOVAR,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,4a8602e02cc3
19-06-0728-45,19-011,ZACAPA,USUMATLAN,INEB DE TELESECUNDARIA,ALDEA EL JUTE,4827-2972,FLOR DE MARIA MORALES CASTAÑEDA,SANDY ELIZABETH ORTEGA RAMOS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,dfe82fb13e66
19-06-1057-45,19-011,ZACAPA,USUMATLAN,INEB,USUMATLAN,7935-5532,FLOR DE MARIA MORALES CASTAÑEDA,YENMY AZUCENA MORALES GUERRA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,9277ce2baef9
19-06-1257-45,19-011,ZACAPA,USUMATLAN,INEB DE TELESECUNDARIA,ALDEA EL MIRADOR,5016-9125,FLOR DE MARIA MORALES CASTAÑEDA,ELDER YOVANI FALLA GONZÁLEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,beb4487b4e92
19-07-0003-45,19-012,ZACAPA,CABAÑAS,INEB,"1A. CALLE 5-69 ZONA 4, BARRIO SAN PEDRO",4804-8536,XIOMARA ARACELY CUYUCH PEREZ,MIGUEL ENRIQUE CASTAÑEDA TERRAZA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,ed676a101dcf
19-07-0025-45,19-012,ZACAPA,CABAÑAS,LICEO MIXTO EBENEZER,BARRIO SAN SEBASTIÁN,4130-0376,XIOMARA ARACELY CUYUCH PEREZ,AMANDA SUCELI RUIZ VIDAL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,5f32e7fee46d
19-07-0244-45,19-012,ZACAPA,CABAÑAS,INSTITUTO NACIONAL MIXTO DE EDUCACION BASICA,BARRIO SAN PEDRO,4614-5621,XIOMARA ARACELY CUYUCH PEREZ,MARLENY TERRAZA ESCOBAR,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,3e55fa50d587
19-07-0672-45,19-012,ZACAPA,CABAÑAS,INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA SAN VICENTE,5807-4807,XIOMARA ARACELY CUYUCH PEREZ,JULIO ROBERTO SALAZAR ARIAS,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,9864535cd6d6
19-07-0724-45,19-012,ZACAPA,CABAÑAS,INEB DE TELESECUNDARIA,ALDEA EL ROSARIO,4238-8477,XIOMARA ARACELY CUYUCH PEREZ,OSCAR ESTUARDO VILLAGRÁN FRANCO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,2f584fe6626c
19-07-0809-45,19-012,ZACAPA,CABAÑAS,INEB DE TELESECUNDARIA,ALDEA EL ARENAL,5332-7071,XIOMARA ARACELY CUYUCH PEREZ,ROSIDALIA PENSAMIENTO ORTIZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,014d8c826bcf
19-08-0002-45,19-013,ZACAPA,SAN DIEGO,INEB,BARRIO LAS MARIAS,5732-3329,KEVIN ALEXIS GARCIA MARTINEZ,DEISY ROSIBEL MOSCOSO FLORES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,d831e20e1fb4
19-08-0004-45,19-013,ZACAPA,SAN DIEGO,INEB DE TELESECUNDARIA,ALDEA EL TERRERO,5948-9197,KEVIN ALEXIS GARCIA MARTINEZ,DELIA XIOMARA URRUTIA MENÉNDEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,d04efac67f52
19-08-0009-45,19-013,ZACAPA,SAN DIEGO,"INEB ""NOCTURNA""",BARRIO EL CENTRO,4511-9351,KEVIN ALEXIS GARCIA MARTINEZ,YASELI LEONELA ROQUE GARCÍA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA,7a9fa23ebb65
19-08-0260-45,19-013,ZACAPA,SAN DIEGO,INEB,BARRIO EL CENTRO,7938-3068,KEVIN ALEXIS GARCIA MARTINEZ,MIGUEL ANGEL MOSCOSO VIDAL,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,ce4274f2c2b2
19-08-0813-45,19-013,ZACAPA,SAN DIEGO,INEB DE TELESECUNDARIA,ALDEA SAN ANTONIO LAS LOMAS,3386-5912,KEVIN ALEXIS GARCIA MARTINEZ,MIRIAM CRIMILDA ROJAS ORTIZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,bad110c01431
19-09-0001-45,19-021,ZACAPA,LA UNION,INSTITUTO NACIONAL DE EDUCACION BASICA DE TELESECUNDARIA,ALDEA LA JIGUA,4841-7474,ASBEL IVÁN SÚCHITE ARROYO,ESTELA RAMÍREZ SÚCHITE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,c44476e13780
19-09-0006-45,19-017,ZACAPA,LA UNION,INEB,ALDEA TAGUAYNI,5032-4857,LUZ IRENE CORDÓN GALVÁN,EMMA ELIZABETH CUELLAR GUERRA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,1eb4da251220
19-09-0007-45,19-021,ZACAPA,LA UNION,INEB,ALDEA LAMPOCOY,4484-9554,ASBEL IVÁN SÚCHITE ARROYO,MARTIN MATIAS SÚCHITE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,5cb14924049b
19-09-0009-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA CAMPANARIO,5345-2469,LUZ IRENE CORDÓN GALVÁN,ELVIN ADELIO CASTÍLLO GARCÍA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,1d8b15b7211a
19-09-0010-45,19-021,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA CARI,4807-4640,ASBEL IVÁN SÚCHITE ARROYO,MARVIN OTONIEL ARROYO ESCALANTE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,519e7d9612d4
19-09-0011-45,19-021,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA COROZAL,3703-9179,ASBEL IVÁN SÚCHITE ARROYO,MARA KARINA ESCOBAR RODRIGUEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f72c1ae92a38
19-09-0022-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,"CASERIO CAPUCALITO, ALDEA CAPUCAL",4595-1570,LUZ IRENE CORDÓN GALVÁN,MARILENA NOEMI CASTILLO GARCÍA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,de78e8b706a5
19-09-0023-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA PESHJA,5037-0849,LUZ IRENE CORDÓN GALVÁN,FLORINDA ELIZABETH CASTILLO PÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f51afae54cf5
19-09-0024-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA LA LAGUNA,4087-1436,LUZ IRENE CORDÓN GALVÁN,WILSON RANDOLFO DÍAZ CAHUEQUE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,cca76f6ab48c
19-09-0025-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA ROBLARCITO,5703-0452,LUZ IRENE CORDÓN GALVÁN,ANGEL DAVID CHACÓN HERNÁNDEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,b78160ecd53b
19-09-0039-45,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO "" JIREH""",BARRIO NUEVO,7941-8369,ASBEL IVÁN SÚCHITE ARROYO,ANA MARÍA CUELLAR GUERRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,8bbe85ec9449
19-09-0043-45,19-021,ZACAPA,LA UNION,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,ALDEA TIMUSHÁN,3192-9543,ASBEL IVÁN SÚCHITE ARROYO,ELSA LISBET CORTÉS LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,e5b4679f2233
19-09-0047-45,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO "" JIREH""",BARRIO NUEVO,7941-8369,ASBEL IVÁN SÚCHITE ARROYO,ANA MARÍA CUELLAR GUERRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,8bbe85ec9449
19-09-0054-45,19-021,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA CUMBRE ALTA,5510-3988,ASBEL IVÁN SÚCHITE ARROYO,ASBEL IVÁN SÚCHITE ARROYO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,e566076d3c01
19-09-0055-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,"CASERIO CHATUN, ALDEA TRES PINOS",5510-3988,LUZ IRENE CORDÓN GALVÁN,ASBEL IVÁN SÚCHITE ARROYO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,8422fda7e384
19-09-0056-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,"CASERIO LOS PARACHICOS, ALDEA TAGUAYNI",5510-3988,LUZ IRENE CORDÓN GALVÁN,GLADIS YADIRA GARCÍA CASTILLO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,ace3f87954b6
19-09-0292-45,19-021,ZACAPA,LA UNION,INEB ARMANDO SÚCHITE VÁSQUEZ,BARRIO NUEVO,7941-8174,ASBEL IVÁN SÚCHITE ARROYO,ERVIN ROLANDO RAMÍREZ VÁSQUEZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,219583dd325e
19-09-0816-45,19-017,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,CASERIO CHAGUITON ALDEA CAPUCAL,4640-4887,LUZ IRENE CORDÓN GALVÁN,YUVIÁN MISAEL CASTILLO RAMÍREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,7de1f7777526
19-09-1031-45,19-021,ZACAPA,LA UNION,INEB DE TELESECUNDARIA,ALDEA TASHARTE,4006-0606,ASBEL IVÁN SÚCHITE ARROYO,CARLOS NEFTALI RIVERA LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f3af29a0648e
19-09-1153-45,19-021,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO ""JIREH""",BARRIO NUEVO,5543-0881,ASBEL IVÁN SÚCHITE ARROYO,ANA MARÍA CUELLAR GUERRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,8bbe85ec9449
19-09-1217-45,19-017,ZACAPA,LA UNION,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 223,"ALDEA CAMPANARIO EL PROGRESO LA UNIÓN, ZACAPA",4586-9660,LUZ IRENE CORDÓN GALVÁN,FLOR DE MARÍA DÍAZ PÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,ad2304b9fa3f
19-10-0007-45,19-015,ZACAPA,HUITE,INEB,ALDEA LA REFORMA,4154-4536,SILDY MARIELA PEREZ FRANCO,ENMA CARMELINA LINARES ARRIAZA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,1eebca69f68c
19-10-0011-45,19-018,ZACAPA,HUITE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 492,ALDEA SANTA CRUZ,5356-0048,MAYRA MARIVEL LOPEZ HERNANDEZ,LUZ MARIA LÓPEZ RAMIREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,8e02fb80b703
19-10-0012-45,19-018,ZACAPA,HUITE,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,"BARRIO BUENOS AIRES HUITE, ZACAPA",4812-7488,MAYRA MARIVEL LOPEZ HERNANDEZ,MARIO HUMBERTO TERRAZA FELIPE,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA,5385df2c46fc
19-10-0303-45,19-015,ZACAPA,HUITE,INEB,5TA. CALLE 2-94 ZONA 1,7936-0069,SILDY MARIELA PEREZ FRANCO,ANA PATRICIA ESTRADA OLIVA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,176623bb934b
19-10-1073-45,19-018,ZACAPA,HUITE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 197,ALDEA SAN MIGUEL,4910-0625,MAYRA MARIVEL LOPEZ HERNANDEZ,REY NERY JUÁREZ MATEO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,29ae5048d2ff
19-10-1074-45,19-018,ZACAPA,HUITE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 198,ALDEA EL JUTE,4977-6087,MAYRA MARIVEL LOPEZ HERNANDEZ,MARÍA FERNANDA CASTILLO SOSA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,20b8233c014e
19-10-1218-45,19-018,ZACAPA,HUITE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 592,ALDEA LA OSCURANA,5208-3159,MAYRA MARIVEL LOPEZ HERNANDEZ,EVELIA GARCÍA JUÁREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,81380640148b
19-11-0019-45,19-020,ZACAPA,SAN JORGE,INSTITUTO MIXTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,BARRIO EL CENTRO,5629-8767,ALBA LUZ MENDEZ,VICTOR HUGO GUERRA MONROY,BASICO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,369db0febc84
19-11-0020-45,19-020,ZACAPA,SAN JORGE,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,ALDEA SAN JUAN,4045-3199,ALBA LUZ MENDEZ,EMERITA JEANNETE RUANO RUANO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,2be2a156b84e
