CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,AREA,SECTOR,razon
18-05-0139-45,IZABAL,LOS AMATES,"ESCUELA PARTICULAR MIXTA ""LICENCIADO DAVID VELA""",KM. 200 RUTA AL ATLANTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-0478-45,IZABAL,LOS AMATES,INSTITUTO MIXTO DE EDUCACION BASICA JOSE MILLA,LOS AMATES,URBANA,OFICIAL,SIN_TOKENS
18-05-1981-45,IZABAL,LOS AMATES,COLEGIO J. HARVARD,KILOMETRO 201 LOS AMATES IZABAL,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-2226-45,IZABAL,LOS AMATES,INEB DE TELESECUNDARIA LIC. RUDY ARMANDO CETINO MONROY,COLONIA NUEVO CHIRIQUI,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-05-2227-45,IZABAL,LOS AMATES,INEB DE TELESECUNDARIA MIGUEL ANGEL ASTURIAS,COLONIA SEMINOLA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-05-3116-45,IZABAL,LOS AMATES,ESCUELA PARTICULAR MIXTA LICENCIADO DAVID VELA,KILOMETRO 200 RUTA AL ATLANTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-01-0158-46,IZABAL,PUERTO BARRIOS,"COLEGIO PARTICULAR MIXTO ""PIEDRAS NEGRAS""","COLONIA PIEDRAS NEGRAS, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0162-46,IZABAL,PUERTO BARRIOS,"COLEGIO PARTICULAR MIXTO ""PIEDRAS NEGRAS""","COLONIA PIEDRAS NEGRAS, SANTO TOMÁS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0173-46,IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA SAN MANUEL,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-01-0174-46,IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA MARIA LUISA I,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-01-0246-46,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO SHADDAI,"COLONIA SAN AGUSTIN, DE SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0286-46,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ,COLONIA PIEDRAS NEGRAS,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0300-46,IZABAL,PUERTO BARRIOS,"INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD, INTECAP",SANTO TOMAS DE CASTILLA,RURAL,PRIVADO,SIN_TOKENS
18-01-0319-46,IZABAL,PUERTO BARRIOS,"INSTITUTO PREUNIVERSITARIO DE IZABAL ""PREU""","COLONIA SAN CRISTOBAL, ENTRE RIOS, PUERTO BARRIOS",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0356-46,IZABAL,PUERTO BARRIOS,"COLEGIO PRIVADO MIXTO ""SAN JOSE""","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0358-46,IZABAL,PUERTO BARRIOS,"COLEGIO MIXTO BILINGÜE ""QUETZALLI""","3A. CALLE Y 15 AVENIDA, COLONIA LAS FLORES, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0405-46,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO SHADDAI,3A. CALLE 1A. COLONIA SAN AGUSTIN SANTO TOMAS DE CASTILLA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0406-46,IZABAL,PUERTO BARRIOS,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",20 AVENIDA 13-14 CALLES,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-01-0413-46,IZABAL,PUERTO BARRIOS,CAB SCHOOL PUERTO BARRIOS,"RIO CACAO, KILOMETRO 292, RUTA AL ATLANTICO",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-01-0414-46,IZABAL,PUERTO BARRIOS,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-DEPARTAMENTAL,20 AVENIDA 13 Y 14 CALLE,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
18-01-0415-46,IZABAL,PUERTO BARRIOS,"COLEGIO MIXTO BILINGUE ""QUETZALLI""",3A. CALLE 15 AVENIDA COLONIA LAS FLORES SANTO TOMAS DE CASTILLA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0428-46,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,"COLONIA PIEDRAS NEGRAS, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0438-46,IZABAL,PUERTO BARRIOS,LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA,"CASERÍA COLINA II, SANTO TOMÁS DE CASTILLA",RURAL,PRIVADO,SIN_TOKENS
18-01-0472-46,IZABAL,PUERTO BARRIOS,"COLEGIO PRIVADO MIXTO ""SAN JOSÉ""","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-0473-46,IZABAL,PUERTO BARRIOS,"COLEGIO PRIVADO MIXTO ""SAN JOSE""","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-01-3235-46,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,"COLONIA PIEDRAS NEGRAS, SANTO TOMÁS DE CASTILLA",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
18-03-0120-46,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICENCIADO JULIO ANTONIO DE LEON SOSA,5A. AVENIDA 3-79 ZONA 1,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
18-04-0376-46,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,MORALES,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
18-04-0503-46,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRO LOS CASTRO,URBANA,PRIVADO,SIN_TOKENS
18-04-2838-46,IZABAL,MORALES,INSTITUTO TECNICO MORALENSE ITM,LOTIFICACION SANTA BARBARA,URBANA,MUNICIPAL,SIN_TOKENS
18-05-0032-46,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA P.C. MARCO TULIO RAMIREZ ESTRADA,LOS AMATES,RURAL,OFICIAL,SIN_TOKENS
18-05-0111-46,IZABAL,LOS AMATES,COLEGIO PRIVADO LIC. DAVID VELA,KM 200 AL ATLANTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-0133-46,IZABAL,LOS AMATES,"COLEGIO PRIVADO ""LIC. DAVID VELA""",KILOMETRO 200 RUTA AL ATLÁNTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-0134-46,IZABAL,LOS AMATES,"COLEGIO PRIVADO ""LIC. DAVID VELA""",KILOMETRO 200 RUTA AL ATLANTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-0141-46,IZABAL,LOS AMATES,"ESCUELA PARTICULAR MIXTA ""LICENCIADO DAVID VELA""",KILOMETRO 200 RUTA AL ATLANTICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
18-05-1982-46,IZABAL,LOS AMATES,COLEGIO J. HARVARD,KILOMETRO 201 LOS AMATES IZABAL,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
21-01-0340-45,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0341-45,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0342-45,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0406-45,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LÉON PALACIOS,"LOTES 6F, 7F, 159F, Y 160F, LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0817-45,JALAPA,JALAPA,INSTITUTO ADOLFO V. HALL DE JALAPA,CASERÍO LLANO GRANDE KM. 166.9,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
21-01-1510-45,JALAPA,JALAPA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED-,COLONIA LOS PINOS,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
21-02-0090-45,JALAPA,SAN PEDRO PINULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- COOPERATIVA EL RECUERDO/T-21,"RUTA NACIONAL NO. 18, KM. 123, ENTRADA AL AGUA TIBIA",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
21-05-0018-45,JALAPA,SAN CARLOS ALZATATE,INEB,BARRIO ENTRE RIOS,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
21-06-0037-45,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACIÓN EL RECUERDO I,URBANA,MUNICIPAL,SIN_TOKENS
21-06-0053-45,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACIÓN,LOTIFICACIÓN EL RECUERDO I,URBANA,MUNICIPAL,SIN_TOKENS
21-06-0058-45,JALAPA,MONJAS,"COLEGIO CATÓLICO ""INMACULADA CONCEPCIÓN""",LOTIFICACIÓN EL RECUERDO I,URBANA,PRIVADO,SIN_TOKENS
21-06-1513-45,JALAPA,MONJAS,"COLEGIO EVANGELICO ""LIBERTAD""",FINCA EL YALÚ,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-07-0106-45,JALAPA,MATAQUESCUINTLA,COLEGIO LAUDE,CANTÓN CALVARIO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-07-0272-45,JALAPA,MATAQUESCUINTLA,IEBC INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,CANTON CALVARIO,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
21-07-1218-45,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0369-46,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0390-46,JALAPA,JALAPA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,2A. AVENIDA FINAL FRENTE AL COMPLEJO DEPORTIVO,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
21-01-0407-46,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F Y 160F, LOTIFICACIÓNLOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0437-46,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,"LOTES 6F, 7F, 159F, 160F, LOTIFICACIÓN LOS EUCALIPTOS",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
21-01-0902-46,JALAPA,JALAPA,INSTITUTO ADOLFO V. HALL DE JALAPA,CASERÍO LLANO GRANDE KM. 166.9,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
21-02-0091-46,JALAPA,SAN PEDRO PINULA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- COOPERATIVA EL RECUERDO/T-21,"RUTA NACIONAL NO. 18, KM. 123, ENTRADA AL AGUA TIBIA",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
21-03-0029-46,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""",BARRRIO LOS IZOTES,URBANA,PRIVADO,SIN_TOKENS
21-05-1141-46,JALAPA,SAN CARLOS ALZATATE,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,SAN CARLOS ALZATATE,URBANA,COOPERATIVA,SIN_TOKENS
21-06-0036-46,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACIÓN EL RECUERDO I,URBANA,MUNICIPAL,SIN_TOKENS
21-06-0054-46,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACIÓN,LOTIFICACIÓN EL RECUERDO I,URBANA,MUNICIPAL,SIN_TOKENS
21-06-0239-46,JALAPA,MONJAS,"ESCUELA NORMAL REGIONAL DE ORIENTE ""LICENCIADO CLEMENTE MARROQUIN ROJAS""",KILOMETRO 146.5,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
21-07-0063-46,JALAPA,MATAQUESCUINTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON ELENA,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
21-07-1463-46,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-01-0411-45,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACIÓN -ECCO-,KM. 116-5 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
22-01-2028-45,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-03-0031-45,JUTIAPA,SANTA CATARINA MITA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA,ALDEA EL RODEO,URBANA,MUNICIPAL,URBANA_SIN_EVIDENCIA
22-03-0155-45,JUTIAPA,SANTA CATARINA MITA,IPMB,NAN,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-03-1508-45,JUTIAPA,SANTA CATARINA MITA,IPMB,ALDEA EL RODEO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-05-0236-45,JUTIAPA,ASUNCION MITA,INEB DR. FERNANDO SANDOVAL MONTALVO,KM. 145 1/2 RUTA INTERAMERICANA,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
22-06-0036-45,JUTIAPA,YUPILTEPEQUE,"LICEO MIXTO EN COMPUTACIÓN ""MIRALVALLE NO. 2""",LOTE 12 Y 13 LOTIFICACIÓN VALLE VERDE,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-06-0318-45,JUTIAPA,YUPILTEPEQUE,IEBC .,YUPILTEPEQUE,URBANA,COOPERATIVA,SIN_TOKENS
22-08-0355-45,JUTIAPA,JEREZ,IEBC .,JEREZ,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
22-11-0064-45,JUTIAPA,COMAPA,COLEGIO PARTICULAR MIXTO NUESTRA SEÑORA DE CONCEPCION,.,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-11-0076-45,JUTIAPA,COMAPA,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,ENTRADA AL MUNICIPIO DE COMAPA,URBANA,PRIVADO,SIN_TOKENS
22-11-0077-45,JUTIAPA,COMAPA,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,ENTRADA AL MUNICIPIO DE COMAPA,URBANA,PRIVADO,SIN_TOKENS
22-11-0088-45,JUTIAPA,COMAPA,"CENTRO DE FORMACIÓN BÁSICA CEFOBA ""PALO BLANCO""",KILOMETRO 112-5 CARRETARA CA-8,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
22-12-0042-45,JUTIAPA,JALPATAGUA,"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""",-,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-12-0043-45,JUTIAPA,JALPATAGUA,"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""",-,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-13-0001-45,JUTIAPA,CONGUACO,"INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""",CONGUACO,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-13-0034-45,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,CONGUACO,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-13-0044-45,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACIÓN CONGUAQUENSE,CASERIO BRIOTIS,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-13-0051-45,JUTIAPA,CONGUACO,LICEO CONGUAQUENSE,CASERO BRIOTIS,RURAL,PRIVADO,SIN_TOKENS
22-13-0440-45,JUTIAPA,CONGUACO,IEBC DE ENSEÑANZA,.,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
22-13-2329-45,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACION CONGUACO,.,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-14-0083-45,JUTIAPA,MOYUTA,COLEGIO PARTICULAR MIXTO SAN JOSE,CIUDAD PEDRO DE ALVARADO,RURAL,PRIVADO,SIN_TOKENS
22-14-0085-45,JUTIAPA,MOYUTA,COLEGIO PARTICULAR MIXTO SAN JOSE,CIUDAD PEDRO DE ALVARADO,RURAL,PRIVADO,SIN_TOKENS
22-14-0466-45,JUTIAPA,MOYUTA,IEBC DE ENSEÑANZA,CIUDAD PEDRO DE ALVARADO,RURAL,COOPERATIVA,SIN_TOKENS
22-14-1934-45,JUTIAPA,MOYUTA,COLEGIO PARTICULAR MIXTO SAN JOSE,CIUDAD PEDRO DE ALVARADO,RURAL,PRIVADO,SIN_TOKENS
22-16-0019-45,JUTIAPA,SAN JOSE ACATEMPA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA,LA CARRETERA,RURAL,MUNICIPAL,SIN_TOKENS
22-16-0539-45,JUTIAPA,SAN JOSE ACATEMPA,IEBC .,.,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
22-01-0412-46,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACIÓN -ECCO-,KM. 116-5 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
22-01-0620-46,JUTIAPA,JUTIAPA,INSTITUTO TECNICO INDUSTRIAL DE ORIENTE,"KILOMETRO 115.5 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
22-01-0664-46,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-01-0666-46,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-01-0734-46,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-04-2085-46,JUTIAPA,AGUA BLANCA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,AGUA BLANCA,URBANA,COOPERATIVA,SIN_TOKENS
22-04-2086-46,JUTIAPA,AGUA BLANCA,COLEGIO PARTICULAR MIXTO AGUABLANQUENSE,AGUA BLANCA,URBANA,PRIVADO,SIN_TOKENS
22-05-0065-46,JUTIAPA,ASUNCION MITA,ESCUELA TÉNICA VOCACIONAL,KM. 147 147.50 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
22-07-0002-46,JUTIAPA,ATESCATEMPA,"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""LICEO SAN CRISTOBAL""",SAN CRISTOBAL FRONTERA,RURAL,PRIVADO,SIN_TOKENS
22-07-0330-46,JUTIAPA,ATESCATEMPA,INSTITUTO PARTICULAR MIXTO DE CIENCIAS COMERCIALES,NAN,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
22-11-0078-46,JUTIAPA,COMAPA,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,ENTRADA AL MUNICIPIO DE COMAPA,URBANA,PRIVADO,SIN_TOKENS
22-11-0079-46,JUTIAPA,COMAPA,INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP,ENTRADA AL MUNICIPIO DE COMAPA,URBANA,PRIVADO,SIN_TOKENS
22-11-2127-46,JUTIAPA,COMAPA,INSTITUTO DE MAGISTERIO POR COOPERATIVA,COMAPA,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
22-13-0002-46,JUTIAPA,CONGUACO,"INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""",CASERIO BRIOTIS,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-13-0035-46,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,.,RURAL,PRIVADO,LONGITUD_INSUFICIENTE
22-13-0045-46,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACIÓN CONGUAQUENSE,CASERIO BRIOTIS,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-13-2273-46,JUTIAPA,CONGUACO,INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,CASERIO BRIOTIS,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
22-14-0084-46,JUTIAPA,MOYUTA,COLEGIO PARTICULAR MIXTO SAN JOSE,CIUDAD PEDRO DE ALVARADO,RURAL,PRIVADO,SIN_TOKENS
22-14-0086-46,JUTIAPA,MOYUTA,COLEGIO PARTICULAR MIXTO SAN JOSE,CIUDAD PEDRO DE ALVARADO,RURAL,PRIVADO,SIN_TOKENS
22-15-2185-46,JUTIAPA,PASACO,COLEGIO PARTICULAR MIXTO LA BENDICION,CUADRA ARRIBA DEL PARQUE CENTRAL,URBANA,PRIVADO,SIN_TOKENS
17-01-0037-45,PETEN,FLORES,INEBE ADSCRITO ESCUELA NORMAL RURAL NO. 5 JULIO E. ROSADO PINELO,SANTA ELENA,RURAL,OFICIAL,SIN_TOKENS
17-01-0059-45,PETEN,FLORES,INEB,"5TA.AV.5-50-ZONA 2 SANTA ELENA,",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
17-01-0157-45,PETEN,FLORES,CEEX,FLORES,RURAL,OFICIAL,LONGITUD_INSUFICIENTE
17-01-0168-45,PETEN,FLORES,INSTITUTO DE EDUCACION Y BACHILLERATO CAMINO A LA LIBERTAD,CENTRO DE DETENCION DEPARTAMENTAL,RURAL,OFICIAL,SIN_TOKENS
17-03-0020-45,PETEN,SAN BENITO,INSTITUTO MUNICIPAL DE EDUCACION BASICA,BARRIO LA CARIDAD,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
17-03-0083-45,PETEN,SAN BENITO,INEB,COLONIA ITZA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-03-0090-45,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACIÓN MEDIA _CEPMEM,BARRIO BELLOS HORIZONTES,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0114-45,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0133-45,PETEN,SAN BENITO,PROYECTO EDUCATIVO TOCA,BARRIO CARIDAD,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0136-45,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES-CECON-,BARRIO LA ERMITA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0140-45,PETEN,SAN BENITO,CENTRO EDUCATIVO POR MADUREZ PROFA.MILDRED GUADALUPE AGUILAR MELENDEZ,BSARRIO 3 DE ABRIL,URBANA,PRIVADO,SIN_TOKENS
17-04-0080-45,PETEN,SAN ANDRES,IEBC PROFESOR ENRIQUE ROLANDO CANEK CETINA,CARRERTERA CARMELITA SAN ANDRES,RURAL,COOPERATIVA,SIN_TOKENS
17-04-0115-45,PETEN,SAN ANDRES,LICEO SACPUY- LISAC-,BARRIO EL CENTRO SACPUY,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-04-0123-45,PETEN,SAN ANDRES,INSITUTO NACIONAL DE TELESECUNDARIA,SAN LUIS FRONTERA,RURAL,OFICIAL,SIN_TOKENS
17-04-0125-45,PETEN,SAN ANDRES,COLEGIO TECNOLÓGICO NUEVA GENERACION,CALLE PRINCIPAL BARRIO EL COROZAL SACPUY,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-05-0165-45,PETEN,LA LIBERTAD,INEB TELESECUNDARIA,ASENTAMIENTO EL CEIBO,RURAL,OFICIAL,SIN_TOKENS
17-05-0341-45,PETEN,LA LIBERTAD,CENTRO EDUCATIVO GUADALUPANO,BERRIO EL CENTRO,URBANA,PRIVADO,SIN_TOKENS
17-05-1310-45,PETEN,LA LIBERTAD,"COLEGIO SANTA CRUZ, PLAN DIARIO",BARRIO SANTA CRUZ,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-05-3573-45,PETEN,LA LIBERTAD,INEB,NUEVA LOTIFICACION,URBANA,OFICIAL,SIN_TOKENS
17-05-3888-45,PETEN,LA LIBERTAD,"INEB ""LAS PUERTAS DEL FUTURO""",COOPERATIVA NUEVO AMANECER,RURAL,OFICIAL,SIN_TOKENS
17-06-0002-45,PETEN,SAN FRANCISCO,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,ASENTAMIENTO NUEVA CONCEPCION,RURAL,OFICIAL,SIN_TOKENS
17-06-3966-45,PETEN,SAN FRANCISCO,INEB,"COOPERATIVA NUEVA GUATEMALA, TECUN UMAN, SAN FRANCISCO, PETEN",RURAL,OFICIAL,SIN_TOKENS
17-07-4062-45,PETEN,SANTA ANA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 517,COOPERATIVA NUEVO HORIZONTE,RURAL,OFICIAL,SIN_TOKENS
