CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,AREA,SECTOR,razon
17-08-3851-45,PETEN,DOLORES,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,ASENTAMIENTO VALLE DE LA ESMERALDA,RURAL,COOPERATIVA,SIN_TOKENS
17-09-0275-45,PETEN,SAN LUIS,IEBC DE ENSEÑANZA,CHINCHILA,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
17-09-3904-45,PETEN,SAN LUIS,INSTITUTO BASICO MUNICIPAL,ALDEA EL ZAPOTE,URBANA,MUNICIPAL,URBANA_SIN_EVIDENCIA
17-10-0020-45,PETEN,SAYAXCHE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,BARRIO LA PISTA BARRIO LA PISTA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-10-0244-45,PETEN,SAYAXCHE,INSTITUTO NACIONAL DE EDUCACION BASICA-INEB,COOPERATIVA MARIO MENDEZ MONTENEGRO,RURAL,OFICIAL,SIN_TOKENS
17-10-0263-45,PETEN,SAYAXCHE,INSTITUTO NACIONAL DE TELESECUNDARIA,COOPERATIVA MANOS UNIDAS,RURAL,OFICIAL,SIN_TOKENS
17-10-0366-45,PETEN,SAYAXCHE,COLEGIO PRIVADO MIXTO JACOBO ARVENZ GUZMAN,ALDE LAS POZAS,RURAL,PRIVADO,SIN_TOKENS
17-10-3867-45,PETEN,SAYAXCHE,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA,"COOPERATIVA DE SERVICIOS VARIOS ""UNION SAN JUAN"" ENTRE RIOS",RURAL,COOPERATIVA,SIN_TOKENS
17-11-0075-45,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO CIENCIA Y TECNOLOGIA,BARIO EL CENTRO,URBANA,PRIVADO,SIN_TOKENS
17-11-0088-45,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGUE ""VALPARAISO DE JESUS""",BARRIIO FALLABON,URBANA,PRIVADO,SIN_TOKENS
17-12-0135-45,PETEN,POPTUN,INSTITUTO MUNICIPAL DE EDUCACIÓN BASICA,BARRIO LAS PLANTAS,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
17-12-0399-45,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,LAS LAJAS,RURAL,PRIVADO,LONGITUD_INSUFICIENTE
17-12-3988-45,PETEN,POPTUN,CENTRO EDUCATIVO EL BOSQUE,7A. AV. BARRIO EL BOSQUE ZONA 2,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-13-0067-45,PETEN,LAS CRUCES,INSTITUTO DE EDUCACIÓN BASICA POR COOPERATIVA,COOPERATIVA UNIÓN MAYA ITZÁ,RURAL,COOPERATIVA,SIN_TOKENS
17-13-0097-45,PETEN,LAS CRUCES,INEB,BARRIO EL HOSPITAL ZONA 4,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
17-13-0102-45,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANI,"ZONA 1, LAS CRUCES, PETEN.",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-13-0123-45,PETEN,LAS CRUCES,IEBC INSTITUTO DE EDUCACION BASICA POR EL SISTEMA DE COOPERATIVA,CABECERA MUNICIPAL,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
17-13-0144-45,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO EL LIBANO,ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-13-0149-45,PETEN,LAS CRUCES,COLEGIO PRIVADO CIENCIAS COMERCIALES LAS CRUCES,12 AV. Y 2DA. CALLE ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-14-0074-45,PETEN,EL CHAL,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 211,COOPERATIVA LAS FLORES,RURAL,OFICIAL,SIN_TOKENS
17-14-0079-45,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLORES,RURAL,PRIVADO,SIN_TOKENS
17-14-0081-45,PETEN,EL CHAL,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",EL CHAL PETÉN,URBANA,PRIVADO,SIN_TOKENS
17-14-0087-45,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,AREA CENTRAL,URBANA,PRIVADO,SIN_TOKENS
17-14-0101-45,PETEN,EL CHAL,CENTRO EDUCATIVO TECNICO PORTILLO-CETPORT-,EL CHAL,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
17-01-0153-46,PETEN,FLORES,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA-PRONEA-,SANTA ELENA,RURAL,OFICIAL,SIN_TOKENS
17-01-0155-46,PETEN,FLORES,COLEGIO CRISTIANO EL HASHAMAYIM,SANTA ELENA DE LA CRUZ,URBANA,PRIVADO,SIN_TOKENS
17-01-0156-46,PETEN,FLORES,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENTAL,5TA.CALLE Y 3RA AV.ZONA 2 SANTA ELENA,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
17-01-0167-46,PETEN,FLORES,"INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD",CENTRO DE DETENCION DEPARTAMENTAL,RURAL,OFICIAL,SIN_TOKENS
17-01-3447-46,PETEN,FLORES,ESCUELA NORMAL DE EDUCACION FISICA,COMPLEJO DEPORTIVO MAYA,URBANA,OFICIAL,SIN_TOKENS
17-01-3993-46,PETEN,FLORES,CENTRO EDUCATIVO PETEN-CEP-,SANTA ELENA DE LA CRUZ,URBANA,PRIVADO,SIN_TOKENS
17-03-0025-46,PETEN,SAN BENITO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA ITZA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-03-0088-46,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADO-CEPMEBYD,"COLONIA HERMOSA, SAN BENITO, PETÉN",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0104-46,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIIO SAN JUAN,URBANA,PRIVADO,SIN_TOKENS
17-03-0111-46,PETEN,SAN BENITO,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO IMPEB,"BARRIO VISTA HERMOSA SAN BENITO, PETÉN",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0113-46,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0124-46,PETEN,SAN BENITO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"BARRIO VALLE NUEVO, SAN BENITO, PETÉN",RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-03-0130-46,PETEN,SAN BENITO,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO IMPEB,"BARRIO VISTA HERMOSA SAN BENITO, PETÉN",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0134-46,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO-CEPMEBYD-,BARRIIO VISTA HERMOSA,URBANA,PRIVADO,SIN_TOKENS
17-03-0135-46,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES-CECON,BARRIO LA ERMITA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-03-0139-46,PETEN,SAN BENITO,CENTRO EDUCATIVO POR MADUREZ PROFA. MILDRED GUADALUPE AGUILAR MELÉNDEZ,BARRIIO 3 DE ABRIL,URBANA,PRIVADO,SIN_TOKENS
17-03-0143-46,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-04-0103-46,PETEN,SAN ANDRES,"COLEGIO ""LIDERES DEL MAÑANA""",BARRIO COROZAL SACPUY,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-05-0168-46,PETEN,LA LIBERTAD,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,NUEVA LOTIFICACION,RURAL,OFICIAL,SIN_TOKENS
17-05-0261-46,PETEN,LA LIBERTAD,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCUL,BARRIO SANTA CRUZ,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-05-0301-46,PETEN,LA LIBERTAD,"COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- ""EL INNOVADOR""",GUATELINDA SAN DIEGO,RURAL,PRIVADO,SIN_TOKENS
17-05-0337-46,PETEN,LA LIBERTAD,ESCUELA NORMAL CON ORIENTACION AMBIENTAL-ENCA-,BARRIIO EL CENTRO,URBANA,PRIVADO,SIN_TOKENS
17-05-4008-46,PETEN,LA LIBERTAD,INSTITUTO TECNOLOGICO EN RECURSOS NATURALES SAKLUM,"CABECERA MUNICIPAL, LA LIBERTAD, PETEN",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
17-07-0048-46,PETEN,SANTA ANA,COLEGIO CRISTIANO ARBOL DE VIDA,ALDE LOS ANGELES,RURAL,PRIVADO,SIN_TOKENS
17-08-0124-46,PETEN,DOLORES,INED,BARIO NUEVO DEL CARMEN,RURAL,OFICIAL,SIN_TOKENS
17-10-0256-46,PETEN,SAYAXCHE,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,COOPERATIVA UNION SAN JUAN ENTRE RIOS,RURAL,OFICIAL,SIN_TOKENS
17-10-3492-46,PETEN,SAYAXCHE,"ESCUELA NORMAL BILINGÜE INTERCULTURAL/ TZOLEB´ AAL TIJONEL Q´EQCHI´ ""DR. DEMETRIO COJTÍ CUXIL""",BARRIO LA DEMOCRACIA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-11-0039-46,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-11-0040-46,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CRUZADERO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
17-12-0084-46,PETEN,POPTUN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO IXOBEL,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
17-12-0113-46,PETEN,POPTUN,INSTITUTO DE CIENCIAS AGROFORESTALES Y VIDA SILVESTRE (ICAVIS),"UBICADO EN EL MUNICIPIO DE POPTUN, PETEN",URBANA,PRIVADO,SIN_TOKENS
17-12-0178-46,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO"" CON ORIENTACIÓN TÉCNICA Y CIENTÍFICA",POPTUN,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
17-12-0398-46,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,POPTUN,RURAL,PRIVADO,LONGITUD_INSUFICIENTE
17-12-2962-46,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO""CON ORIENTACIÓN TÉCNICA Y CIENTÍFICA",POPTUN,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
17-13-0105-46,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANI,ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-13-0107-46,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,ZONA 1,RURAL,MUNICIPAL,RURAL_CON_ZONA_NUM
17-13-0125-46,PETEN,LAS CRUCES,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,COOPERATIVA UNION MAYA ITZA,RURAL,OFICIAL,SIN_TOKENS
17-13-0148-46,PETEN,LAS CRUCES,COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES,"12 AV. 2DA, CALLE ZONA 1",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
17-14-0080-46,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLORES,RURAL,PRIVADO,SIN_TOKENS
17-14-0084-46,PETEN,EL CHAL,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",EL CHAL,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
17-14-0086-46,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,AREA CENTRAL-EL CHAL,URBANA,PRIVADO,SIN_TOKENS
17-14-0100-46,PETEN,EL CHAL,CENTRO EDUCATIVO TECNICO PORTILLO- CETPORT-,EL CHAL,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
17-14-0102-46,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLOREZ,RURAL,PRIVADO,SIN_TOKENS
02-01-0049-46,EL PROGRESO,GUASTATOYA,CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,COLONIA LINDA VISTA,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
02-01-0069-46,EL PROGRESO,GUASTATOYA,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLONI A HICHOS,URBANA,PRIVADO,SIN_TOKENS
02-03-0002-46,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
02-03-0003-46,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
02-03-0004-46,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
02-05-0019-46,EL PROGRESO,EL JICARO,INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,JICARO,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
02-06-0024-46,EL PROGRESO,SANSARE,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,SALIDA ALDEA BUENA VISTA,URBANA,MUNICIPAL,URBANA_SIN_EVIDENCIA
02-06-0154-46,EL PROGRESO,SANSARE,CENTRO EDUCATIVO LICEO SANSARE,SANSARE,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
02-06-0716-46,EL PROGRESO,SANSARE,INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE,SALIDA A BUENA VISTA,URBANA,COOPERATIVA,SIN_TOKENS
02-07-0053-46,EL PROGRESO,SANARATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTA LUCÍA LOS OCOTES,SANTA LUCÍA LOS OCOTES,RURAL,OFICIAL,SIN_TOKENS
09-01-0201-45,QUETZALTENANGO,QUETZALTENANGO,INEB DE TELESECUNDARIA,6 AVENIDA 27-60 ZONA 5,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-01-0202-45,QUETZALTENANGO,QUETZALTENANGO,INEB DE TELESECUNDARIA,14 CALLE D11B-91 ZONA 1,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-01-0212-45,QUETZALTENANGO,QUETZALTENANGO,INEB,DIAGONAL 2 BARRIO GARIBALDI ZONA 3,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-01-0300-45,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA TIERRA COLORADA,TIERRA COLORADA BAJA,RURAL,COOPERATIVA,SIN_TOKENS
09-01-3345-45,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO URBANO MIXTO ""EL VALLE DE OCCIDENTE""","LLANO DE OLINTEPEQUE, CARRETERA ANTIGUA HACIA LA ESPERANZA",URBANA,PRIVADO,SIN_TOKENS
09-02-0029-45,QUETZALTENANGO,SALCAJA,COLEGIO HAPPY KIDS HOME,"0 AVENIDA Y 4TA. CALLE ZONA 3, BARRIO EL CARMEN",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
09-04-0018-45,QUETZALTENANGO,SAN CARLOS SIJA,INEB,4TA. AVENIDA 1-89 ZONA 1,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-04-2747-45,QUETZALTENANGO,SAN CARLOS SIJA,IPMB CATOLICO PARROQUIAL,CASA PARROQUIAL,URBANA,PRIVADO,SIN_TOKENS
09-05-0011-45,QUETZALTENANGO,SIBILIA,INEB,CENTRO DE SIBILIA,RURAL,OFICIAL,SIN_TOKENS
09-05-0013-45,QUETZALTENANGO,SIBILIA,INSTITUTO PRIVADO MIXTO SIBILIA,SIBILIA,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
09-05-0253-45,QUETZALTENANGO,SIBILIA,IEBC DE ENSEÑANZA,ENTRADA PRINCIPAL DEL CAMPO DE FUTBOL CHALCHUAPA,URBANA,COOPERATIVA,SIN_TOKENS
09-07-0005-45,QUETZALTENANGO,CAJOLA,INEB,CENTRO CAJOLA,URBANA,OFICIAL,SIN_TOKENS
09-07-3573-45,QUETZALTENANGO,CAJOLA,IEBC SANTA CRUZ,CAJOLÁ,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
09-07-4062-45,QUETZALTENANGO,CAJOLA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,CONTÓN XECOL,RURAL,OFICIAL,SIN_TOKENS
09-08-3017-45,QUETZALTENANGO,SAN MIGUEL SIGUILA,INEB DE TELESECUNDARIA,CENTRO SAN MIGUEL SIGUILA,URBANA,OFICIAL,SIN_TOKENS
09-10-0005-45,QUETZALTENANGO,SAN MATEO,INEB,PARAJE LOS CAYAX,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
09-10-4048-45,QUETZALTENANGO,SAN MATEO,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO (NUFED),COMUNIDAD DE SAN MATEO CENTRO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
09-12-0055-45,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,COLEGIO PRE-UNIVERSITARIO AMERICA MODERNA,CASERIO VISTA HERMOSA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
09-12-0062-45,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,INEB,CENTRO DE SAN MARTÍN SACATEPEQUEZ,URBANA,OFICIAL,SIN_TOKENS
09-12-0065-45,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,COLEGIO PRE-UNIVERSITARIO AMÉRICA MODERNA,CASERIO VISTA HERMOSA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
09-12-0080-45,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,COLEGIO PRE-UNIVERSITARIO AMÉRICA MODERNA,CASERIO VISTA HERMOSA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
09-12-0816-45,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,IEBC,CENTRO DE SAN MARTÍN,URBANA,COOPERATIVA,SIN_TOKENS
09-13-3917-45,QUETZALTENANGO,ALMOLONGA,COLEGIO CRISTIANO 'VISION DE FUTURO',CUMBRE DEL MUNICIPIO DE ALMOLONGA,RURAL,PRIVADO,SIN_TOKENS
09-15-0021-45,QUETZALTENANGO,HUITAN,INEB,HUITAN,URBANA,OFICIAL,LONGITUD_INSUFICIENTE
09-15-0425-45,QUETZALTENANGO,HUITAN,IEBC DE ENSEÑANZA,HUITAN,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
09-15-3554-45,QUETZALTENANGO,HUITAN,CENTRO EDUCATIVO PRIVADO MIXTO 'PEDRO METTENLEITER',HUITÁN,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
09-16-0437-45,QUETZALTENANGO,ZUNIL,IPMB 'LICENCIADO RENE DE LEON ESCRIBANO',SANTA MARIA DE JESUS,URBANA,PRIVADO,SIN_TOKENS
09-16-4154-45,QUETZALTENANGO,ZUNIL,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,CENTRO ZUNIL,URBANA,OFICIAL,SIN_TOKENS
09-17-1374-45,QUETZALTENANGO,COLOMBA COSTA CUCA,IEBC DE ENSEÑANZA,COMUNIDAD AGRARIA SANTO DOMINGO,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
09-17-4162-45,QUETZALTENANGO,COLOMBA COSTA CUCA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,"4TA. CALLE 5-25 ZONA 4, COLONIA SAN ANTONIO",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-18-0532-45,QUETZALTENANGO,SAN FRANCISCO LA UNION,IEBC DE ENSEÑANZA,SAN FRANCISCO LA UNION,URBANA,COOPERATIVA,SIN_TOKENS
09-18-3357-45,QUETZALTENANGO,SAN FRANCISCO LA UNION,COLEGIO MIXTO 'LIBERTAD',CANTON CENTRO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
09-19-0566-45,QUETZALTENANGO,EL PALMAR,IEBC DE ENSEÑANZA,EL PALMAR,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
09-19-1113-45,QUETZALTENANGO,EL PALMAR,"COLEGIO PRIVADO URBANO MIXTO ""SANTIAGO APOSTOL""","EL PALMAR, QUETZALTENANGO",URBANA,PRIVADO,SIN_TOKENS
09-19-2752-45,QUETZALTENANGO,EL PALMAR,IEBC,LOTIFICACION SAN MARCOS,RURAL,COOPERATIVA,SIN_TOKENS
09-20-0017-45,QUETZALTENANGO,COATEPEQUE,INEB,EOUN RAFAEL ALVAREZ OVALLE,URBANA,OFICIAL,SIN_TOKENS
09-20-0024-45,QUETZALTENANGO,COATEPEQUE,INEB DE TELESECUNDARIA,7A AVENIDA 6-15 ZONA 2 BARRIO EL JARDÍN,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-20-0025-45,QUETZALTENANGO,COATEPEQUE,INEB DE TELESECUNDARIA,LOTIFICACION SAN ISIDRO,RURAL,OFICIAL,SIN_TOKENS
09-20-0041-45,QUETZALTENANGO,COATEPEQUE,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA LA UNION,LA UNION ZONA 5,RURAL,COOPERATIVA,RURAL_CON_ZONA_NUM
09-20-1071-45,QUETZALTENANGO,COATEPEQUE,"COLEGIO PRIVADO URBANO MIXTO ""CIENTIFICO DE ESTUDIOS EN COMPUTACION""",BOULEVARD NORTE LOTIFICACIÓN PRADOS DE COATEPEQUE,URBANA,PRIVADO,SIN_TOKENS
09-20-1355-45,QUETZALTENANGO,COATEPEQUE,COLEGIO CRISTIANO MIXTO SHALOM,"KILÓMETRO 1 RUTA A NUEVO CHUATUJ,",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
09-20-3608-45,QUETZALTENANGO,COATEPEQUE,COLEGIO CRISTIANO BILINGÜE VERBO,KILOMETRO 2.5 A NUEVO CHUATUJ,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
09-20-4185-45,QUETZALTENANGO,COATEPEQUE,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,CASERÍO SANTA INÉS,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
09-21-0694-45,QUETZALTENANGO,GENOVA COSTA CUCA,IEBC DE ENSEÑANZA,GENOVA COSTA CUCA,URBANA,COOPERATIVA,SIN_TOKENS
09-21-3314-45,QUETZALTENANGO,GENOVA COSTA CUCA,"COLEGIO TÉCNICO PRIVADO MIXTO ""EL SHADDAI""",GENOVA CENTRO,URBANA,PRIVADO,SIN_TOKENS
09-22-0015-45,QUETZALTENANGO,FLORES COSTA CUCA,LICEO TECNICO VOCACIONAL,CENTRO DE FLORES,URBANA,PRIVADO,SIN_TOKENS
09-22-4188-45,QUETZALTENANGO,FLORES COSTA CUCA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,LOTIFICACION XELAJU,URBANA,OFICIAL,SIN_TOKENS
09-23-0009-45,QUETZALTENANGO,LA ESPERANZA,INEB,2A. AVE. A 2-20 ZONA 4,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
09-24-0031-45,QUETZALTENANGO,PALESTINA DE LOS ALTOS,COLEGIO PRIVADO MIXTO NIELS BORH,SECTOR EL CAMPO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
09-24-0036-45,QUETZALTENANGO,PALESTINA DE LOS ALTOS,INSTITUTO MUNICIPAL BR. WERNER GADIEL MORALES HERNÁNDEZ,PALESTINA DE LOS ALTOS,URBANA,MUNICIPAL,SIN_TOKENS
09-01-3813-46,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO URBANO MIXTO ""EL VALLE DE OCCIDENTE""",CAMINO ANTIGUO HACIA LA ESPERANZA,URBANA,PRIVADO,SIN_TOKENS
09-05-0014-46,QUETZALTENANGO,SIBILIA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SIBILIA,ENTRADA PRINCIPAL AL ESTADIO,URBANA,COOPERATIVA,SIN_TOKENS
09-06-0020-46,QUETZALTENANGO,CABRICAN,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA CABRICAN,CABECERA MUNICIPAL DE CABRICAN,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
09-06-0031-46,QUETZALTENANGO,CABRICAN,ESCUELA NACIONAL DE TÉCNICOS DE SALUD RURAL DE OCCIDENTE -ENATESARO-,CENTRO CABRICAN,URBANA,OFICIAL,SIN_TOKENS
09-07-0016-46,QUETZALTENANGO,CAJOLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CENTRO DE CAJOLA,URBANA,OFICIAL,SIN_TOKENS
09-08-0004-46,QUETZALTENANGO,SAN MIGUEL SIGUILA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MIGUEL SIGUILA,URBANA,OFICIAL,SIN_TOKENS
09-10-0012-46,QUETZALTENANGO,SAN MATEO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MATEO,URBANA,OFICIAL,LONGITUD_INSUFICIENTE
09-12-0026-46,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CENTRO DE SAN MARTIN SACATEPEQUEZ,URBANA,OFICIAL,SIN_TOKENS
